04-Jul-2016 14:31:59 CEST  Initiating request to open file file:/afs/cern.ch/work/s/skalafut/public/WR_starting2015/miniAOD/WR_signal_MC/WRToNuEToEEJJ_MW-6000_MNu-3000_TuneCUETP8M1_pythia8_13TeV.root
04-Jul-2016 14:32:02 CEST  Successfully opened file file:/afs/cern.ch/work/s/skalafut/public/WR_starting2015/miniAOD/WR_signal_MC/WRToNuEToEEJJ_MW-6000_MNu-3000_TuneCUETP8M1_pythia8_13TeV.root
Begin processing the 1st record. Run 1, Event 1, LumiSection 1 at 04-Jul-2016 14:32:04.399 CEST

[ParticleListDrawer] analysing particle collection prunedGenParticles
 idx  |    ID -       Name |Stat|  Mo1  Mo2  Da1  Da2 |nMo nDa|    pt       eta     phi   |     px         py         pz        m     |
   38 |    21 -          g | 71 |   14   14   47   44 |  1  8 |   9.544     -1.371  0.457 |      8.563      4.213    -17.581   -0.000 |
   39 |    21 -          g | 71 |   14   14   47   44 |  1  8 |  49.941     -1.381  0.488 |     44.123     23.393    -93.097   -0.000 |
   40 |    21 -          g | 71 |   14   14   47   44 |  1  8 |   8.317     -1.438  0.508 |      7.267      4.044    -16.527   -0.000 |
   41 |    21 -          g | 71 |   14   14   47   44 |  1  8 |  55.194     -1.389  0.502 |     48.385     26.557   -103.755   -0.000 |
   42 |    -4 -       cbar | 71 |   14   14   47   44 |  1  8 | 125.298     -1.376  0.491 |    110.494     59.081   -232.321    1.500 |
   43 |   111 -        pi0 |  2 |   25   42   55   56 | 20  2 |  30.180      0.362  0.394 |     27.865     11.592     11.169    0.135 |
   44 |  -421 -      Dbar0 |  2 |   25   42   64   57 | 20  2 | 123.053     -1.382  0.494 |    108.320     58.386   -229.583    1.865 |
   45 |  2212 -         p+ |  1 |    0    1   -1   -1 |  2  0 |   0.214     -2.365 -3.098 |     -0.214     -0.009     -1.131    0.938 |
   46 |  2212 -         p+ |  1 |    0   21   -1   -1 |  5  0 |   1.576      2.930 -1.305 |      0.414     -1.520     14.718    0.938 |
   47 |   310 -       K_S0 |  1 |   25   42   -1   -1 | 20  0 |  20.044      0.366  0.383 |     18.595      7.483      7.492    0.498 |
   48 |   111 -        pi0 |  2 |   25   42   58   59 | 20  2 |  21.191      0.370  0.377 |     19.700      7.808      8.023    0.135 |
   49 |   111 -        pi0 |  2 |   25   42   60   60 | 20  1 |  12.718     -1.402  0.494 |     11.196      6.033    -24.273    0.135 |
   50 |   111 -        pi0 |  2 |   25   42   61   61 | 20  1 |  19.038     -1.401  0.498 |     16.723      9.099    -36.310    0.135 |
   51 |   111 -        pi0 |  2 |   25   42   62   62 | 20  1 |  16.304     -1.383  0.485 |     14.428      7.595    -30.463    0.135 |
   52 |   310 -       K_S0 |  1 |   25   42   -1   -1 | 20  0 |  37.210      0.358  0.375 |     34.623     13.633     13.627    0.498 |
   53 |   421 -         D0 |  2 |   16   16   -1   -1 |  1  0 |   2.837      1.296 -1.082 |      1.331     -2.505      4.799    1.865 |
   54 |  -411 -         D- |  2 |   24   24   -1   -1 |  1  0 |   1.421      3.559 -1.234 |      0.470     -1.341     24.930    1.870 |
   55 |    22 -      gamma |  1 |   43   43   -1   -1 |  1  0 |  12.406      0.359  0.398 |     11.434      4.812      4.546    0.000 |
   56 |    22 -      gamma |  1 |   43   43   -1   -1 |  1  0 |  17.775      0.364  0.391 |     16.431      6.780      6.623   -0.000 |
   57 |   111 -        pi0 |  2 |   44   44   63   63 |  1  1 |  29.474     -1.398  0.490 |     26.005     13.872    -55.974    0.135 |
   58 |    22 -      gamma |  1 |   48   48   -1   -1 |  1  0 |  10.514      0.365  0.374 |      9.789      3.837      3.922    0.000 |
   59 |    22 -      gamma |  1 |   48   48   -1   -1 |  1  0 |  10.677      0.375  0.381 |      9.911      3.971      4.100    0.000 |
   60 |    22 -      gamma |  1 |   49   49   -1   -1 |  1  0 |  12.287     -1.403  0.496 |     10.806      5.847    -23.473    0.000 |
   61 |    22 -      gamma |  1 |   50   50   -1   -1 |  1  0 |  14.510     -1.405  0.497 |     12.755      6.918    -27.790    0.000 |
   62 |    22 -      gamma |  1 |   51   51   -1   -1 |  1  0 |  13.463     -1.385  0.488 |     11.892      6.312    -25.200   -0.000 |
   63 |    22 -      gamma |  1 |   57   57   -1   -1 |  1  0 |  28.771     -1.398  0.491 |     25.375     13.559    -54.637    0.000 |
   64 |   111 -        pi0 |  2 |   44   44   65   66 |  1  2 |  48.878     -1.379  0.490 |     43.118     23.019    -90.889    0.135 |
   65 |    22 -      gamma |  1 |   64   64   -1   -1 |  1  0 |  28.426     -1.380  0.492 |     25.050     13.436    -52.936   -0.000 |
   66 |    22 -      gamma |  1 |   64   64   -1   -1 |  1  0 |  20.452     -1.377  0.488 |     18.068      9.583    -37.953    0.000 |
Begin processing the 17th record. Run 1, Event 17, LumiSection 1 at 04-Jul-2016 14:32:07.337 CEST

[ParticleListDrawer] analysing particle collection prunedGenParticles
 idx  |    ID -       Name |Stat|  Mo1  Mo2  Da1  Da2 |nMo nDa|    pt       eta     phi   |     px         py         pz        m     |
    0 |  2212 -         p+ |  4 |   -1   -1    2   53 |  0 24 |   0.000  29256.000  0.000 |      0.000      0.000   6500.000    0.938 |
    1 |  2212 -         p+ |  4 |   -1   -1    3   16 |  0  7 |   0.000 -29256.000  0.000 |      0.000      0.000  -6500.000    0.938 |
    2 |     2 -          u | 21 |    0    0    4    4 |  1  1 |   0.000  24078.363  0.000 |      0.000      0.000   1322.363    0.000 |
    3 |    -1 -       dbar | 21 |    1    1    4    4 |  1  1 |   0.000 -26558.346  0.000 |      0.000      0.000  -3802.346    0.000 |
    4 | 9900024 -       W_R+ | 22 |    2    3    5    5 |  2  1 |   0.000 -25235.984  0.000 |      0.000      0.000  -2479.984 4484.676 |
    5 | 9900024 -       W_R+ | 62 |    4    4    6    7 |  1  2 | 219.933     -3.044  1.878 |    -66.536    209.627  -2302.076 4484.676 |
    6 |   -11 -         e+ | 23 |    5    5    8    9 |  1  2 | 1034.919     -1.147  2.884 |  -1000.820    263.471  -1464.977    0.001 |
    7 | 9900012 -      nu_Re | 22 |    5    5   10   10 |  1  1 | 935.834     -0.805 -0.058 |    934.284    -53.844   -837.099 2999.998 |
    8 |   -11 -         e+ |  1 |    6    6   -1   -1 |  1  0 | 1034.919     -1.147  2.884 |  -1000.820    263.471  -1464.977    0.001 |
    9 |    22 -      gamma |  1 |    6    6   -1   -1 |  1  0 |   0.000     -0.633  0.165 |      0.000      0.000     -0.000    0.000 |
   10 | 9900012 -      nu_Re | 52 |    7    7   11   13 |  1  3 | 935.834     -0.805 -0.058 |    934.284    -53.844   -837.099 2999.998 |
   11 |   -11 -         e+ |  1 |   10   10   -1   -1 |  1  0 | 387.582      1.149  0.981 |    215.585    322.091    549.722    0.001 |
   12 |     3 -          s | 23 |   10   10   14   14 |  1  1 | 922.953     -1.309 -1.328 |    222.029   -895.849  -1584.614    0.500 |
   13 |    -4 -       cbar | 23 |   10   10   26   17 |  1 12 | 719.021      0.272  0.808 |    496.669    519.914    197.793    1.500 |
   14 |     3 -          s | 52 |   12   12   43   47 |  1 11 | 905.182     -1.309 -1.328 |    217.754   -878.600  -1554.103    0.500 |
   15 |    21 -          g | 73 |    0    0   32   32 |  1  1 |  21.557     -0.079 -1.256 |      6.670    -20.499     -1.710    0.039 |
   16 |  2212 -         p+ |  1 |    1    1   -1   -1 |  1  0 |   0.576     -7.605 -2.545 |     -0.476     -0.324   -577.827    0.938 |
   17 |     4 -          c | 71 |   13   13   18   18 |  1  1 |  32.212     -0.578  0.307 |     30.709      9.726    -19.662    1.500 |
   18 |  4122 -  Lambda_c+ |  2 |   17   13   60   60 |  2  1 |  26.917     -0.583  0.316 |     25.582      8.371    -16.600    2.286 |
   19 |    -4 -       cbar | 71 |    0    0   54   20 |  1  2 |  11.126     -0.212 -0.697 |      8.528     -7.146     -2.373    1.500 |
   20 |  -423 -     D*bar0 |  2 |    0   19   61   61 |  2  1 |   7.866     -0.249 -0.704 |      5.996     -5.091     -1.977    2.007 |
   21 |    21 -          g | 71 |   13   13   27   29 |  1  3 |   8.870      0.536  0.898 |      5.529      6.935      4.989   -0.000 |
   22 |    21 -          g | 71 |   13   13   27   29 |  1  3 |  18.503      0.441  0.970 |     10.452     15.268      8.421   -0.000 |
   23 |    21 -          g | 71 |   13   13   27   29 |  1  3 |   7.552      0.592  0.899 |      4.698      5.913      4.733    0.000 |
   24 |    21 -          g | 71 |   13   13   27   29 |  1  3 |   8.443      0.343  0.864 |      5.480      6.423      2.953    0.000 |
   25 |    21 -          g | 71 |   13   13   27   29 |  1  3 | 108.431      0.372  0.807 |     74.963     78.345     41.281    0.408 |
   26 |    -4 -       cbar | 71 |   13   13   27   29 |  1  3 | 438.832      0.388  0.819 |    299.742    320.513    174.776    1.500 |
   27 |  2212 -         p+ |  1 |   13   26   -1   -1 |  7  0 |   1.499      0.499  1.172 |      0.582      1.381      0.779    0.938 |
   28 |   111 -        pi0 |  2 |   13   26   62   63 |  7  2 |  44.596      0.388  0.810 |     30.755     32.295     17.761    0.135 |
   29 |  -411 -         D- |  2 |   13   26   -1   -1 |  7  0 | 174.981      0.384  0.817 |    119.738    127.597     68.787    1.870 |
   30 |     4 -          c | 71 |    0    0   39   40 |  1  5 |  43.514     -0.145 -1.195 |     15.977    -40.474     -6.318    1.500 |
   31 |    21 -          g | 71 |    0    0   39   40 |  1  5 |  36.657     -0.136 -1.251 |     11.518    -34.800     -4.987    0.000 |
   32 |    21 -          g | 71 |   15   15   39   40 |  1  5 |  21.557     -0.079 -1.256 |      6.670    -20.499     -1.710    0.039 |
   33 |    21 -          g | 71 |    0    0   39   40 |  1  5 |   9.228     -0.164 -1.276 |      2.683     -8.829     -1.519    0.000 |
   34 |    21 -          g | 71 |    0    0   39   40 |  1  5 |   8.500      0.186 -1.347 |      1.884     -8.289      1.593    0.000 |
   35 |    21 -          g | 71 |    0    0   39   40 |  1  5 |  18.748      0.226 -1.231 |      6.248    -17.677      4.269    0.000 |
   36 |    21 -          g | 71 |    0    0   39   40 |  1  5 |   8.954      0.163 -0.973 |      5.038     -7.402      1.466   -0.000 |
   37 |    21 -          g | 71 |    0    0   39   40 |  1  5 |   8.905     -0.386 -1.647 |     -0.675     -8.879     -3.519   -0.000 |
   38 |    -3 -       sbar | 71 |    0    0   39   40 |  1  5 |   3.492      2.201 -1.665 |     -0.330     -3.476     15.584    0.500 |
   39 |   413 -        D*+ |  2 |   30   38   64   64 | 10  1 |  44.540     -0.137 -1.221 |     15.284    -41.835     -6.127    2.010 |
   40 |  2212 -         p+ |  1 |   30   38   -1   -1 | 10  0 |   0.871      1.122 -0.754 |      0.635     -0.596      1.195    0.938 |
   41 |     3 -          s | 71 |    0    0   58   58 |  1  1 |   8.096      2.297 -1.849 |     -2.227     -7.784     39.836    0.500 |
   42 |    -2 -       ubar | 71 |    1    0   58   58 |  2  1 |  12.761     -2.477 -1.547 |      0.302    -12.757    -75.394    0.642 |
   43 |     3 -          s | 71 |   14   14   65   51 |  1  6 | 328.769     -1.311 -1.321 |     81.324   -318.552   -565.645    0.500 |
   44 |    21 -          g | 71 |   14   14   65   51 |  1  6 | 331.561     -1.315 -1.326 |     80.340   -321.680   -573.078    0.000 |
   45 |    21 -          g | 71 |   14   14   65   51 |  1  6 | 186.562     -1.309 -1.328 |     44.866   -181.086   -320.042    0.000 |
   46 |    21 -          g | 71 |   14   14   65   51 |  1  6 |  37.092     -1.290 -1.362 |      7.698    -36.284    -62.254    0.434 |
   47 |    21 -          g | 71 |   14   14   65   51 |  1  6 |  17.083     -1.242 -1.436 |      2.298    -16.927    -27.121    0.000 |
   48 |    -4 -       cbar | 71 |   13   13   65   51 |  1  6 |  88.861     -0.540  0.692 |     68.442     56.675    -50.369    1.500 |
   49 |   111 -        pi0 |  2 |   43   48   66   66 |  7  1 |  25.838     -1.296 -1.360 |      5.413    -25.264    -43.673    0.135 |
   50 |   111 -        pi0 |  2 |   43   48   67   67 |  7  1 |  14.229     -1.210 -1.397 |      2.464    -14.015    -21.726    0.135 |
   51 |  -413 -        D*- |  2 |   43   48   68   68 |  7  1 |  60.106     -0.537  0.689 |     46.404     38.202    -33.837    2.010 |
   52 |  2212 -         p+ |  1 |    1    0   -1   -1 |  2  0 |   0.637     -4.752  2.356 |     -0.450      0.451    -36.902    0.938 |
   53 |  2212 -         p+ |  1 |    1    0   -1   -1 |  2  0 |   0.330      8.339  2.916 |     -0.322      0.074    690.488    0.938 |
   54 |  2212 -         p+ |  1 |    0   19   -1   -1 |  2  0 |   0.930     -2.195 -1.008 |      0.496     -0.786     -4.121    0.938 |
   55 |   111 -        pi0 |  2 |   30   38   69   69 | 10  1 |  25.525     -0.084 -1.250 |      8.059    -24.219     -2.137    0.135 |
   56 |   111 -        pi0 |  2 |   43   48   72   73 |  7  2 |  70.682     -1.310 -1.328 |     17.019    -68.603   -121.479    0.135 |
   57 |  2212 -         p+ |  1 |    1    0   -1   -1 |  2  0 |   0.637      0.095 -1.946 |     -0.234     -0.593      0.061    0.938 |
   58 |   310 -       K_S0 |  1 |   41   42   -1   -1 |  4  0 |   1.567      2.158 -1.989 |     -0.637     -1.432      6.692    0.498 |
   59 |   310 -       K_S0 |  1 |   43   48   -1   -1 |  7  0 |  37.031     -1.315 -1.328 |      8.899    -35.946    -63.980    0.498 |
   60 |  2212 -         p+ |  1 |   18   18   -1   -1 |  1  0 |  16.030     -0.611  0.348 |     15.070      5.463    -10.418    0.938 |
   61 |  -421 -      Dbar0 |  2 |   20   20   -1   -1 |  1  0 |   6.793     -0.254 -0.707 |      5.166     -4.410     -1.746    1.865 |
   62 |    22 -      gamma |  1 |   28   28   -1   -1 |  1  0 |  24.167      0.391  0.812 |     16.635     17.531      9.680   -0.000 |
   63 |    22 -      gamma |  1 |   28   28   -1   -1 |  1  0 |  20.429      0.386  0.808 |     14.120     14.764      8.081   -0.000 |
   64 |   421 -         D0 |  2 |   39   39   -1   -1 |  1  0 |  40.501     -0.137 -1.221 |     13.897    -38.042     -5.584    1.865 |
   65 |   111 -        pi0 |  2 |   43   48   74   75 |  7  2 |  29.307     -1.312 -1.328 |      7.055    -28.445    -50.451    0.135 |
   66 |    22 -      gamma |  1 |   49   49   -1   -1 |  1  0 |  21.622     -1.298 -1.360 |      4.518    -21.145    -36.642    0.000 |
   67 |    22 -      gamma |  1 |   50   50   -1   -1 |  1  0 |  12.278     -1.208 -1.393 |      2.170    -12.085    -18.720   -0.000 |
   68 |  -421 -      Dbar0 |  2 |   51   51   -1   -1 |  1  0 |  55.583     -0.537  0.689 |     42.889     35.356    -31.277    1.865 |
   69 |    22 -      gamma |  1 |   55   55   -1   -1 |  1  0 |  19.570     -0.081 -1.251 |      6.147    -18.580     -1.592    0.000 |
   70 |    11 -         e- |  1 |   30   38   -1   -1 | 10  0 |   0.008     -2.202 -1.342 |      0.002     -0.008     -0.035    0.001 |
   71 |   -11 -         e+ |  1 |   30   38   -1   -1 | 10  0 |   0.074     -1.863 -1.063 |      0.036     -0.065     -0.232    0.001 |
   72 |    22 -      gamma |  1 |   56   56   -1   -1 |  1  0 |  52.120     -1.311 -1.327 |     12.601    -50.574    -89.630   -0.000 |
   73 |    22 -      gamma |  1 |   56   56   -1   -1 |  1  0 |  18.562     -1.309 -1.330 |      4.418    -18.029    -31.849    0.000 |
   74 |    22 -      gamma |  1 |   65   65   -1   -1 |  1  0 |  10.692     -1.306 -1.330 |      2.548    -10.384    -18.289    0.000 |
   75 |    22 -      gamma |  1 |   65   65   -1   -1 |  1  0 |  18.614     -1.315 -1.326 |      4.508    -18.060    -32.162   -0.000 |
Begin processing the 18th record. Run 1, Event 18, LumiSection 1 at 04-Jul-2016 14:32:07.338 CEST

[ParticleListDrawer] analysing particle collection prunedGenParticles
 idx  |    ID -       Name |Stat|  Mo1  Mo2  Da1  Da2 |nMo nDa|    pt       eta     phi   |     px         py         pz        m     |
    0 |  2212 -         p+ |  4 |   -1   -1    2   40 |  0  5 |   0.000  29256.000  0.000 |      0.000      0.000   6500.000    0.938 |
    1 |  2212 -         p+ |  4 |   -1   -1    3   40 |  0  4 |   0.000 -29256.000  0.000 |      0.000      0.000  -6500.000    0.938 |
    2 |     2 -          u | 21 |    0    0    4    4 |  1  1 |   0.000  26373.717  0.000 |      0.000      0.000   3617.717    0.000 |
    3 |    -1 -       dbar | 21 |    1    1    4    4 |  1  1 |   0.000 -24783.537  0.000 |      0.000      0.000  -2027.537    0.000 |
    4 | 9900024 -       W_R+ | 22 |    2    3    5    5 |  2  1 |   0.000  24346.180  0.000 |      0.000      0.000   1590.180 5416.662 |
    5 | 9900024 -       W_R+ | 62 |    4    4    6    7 |  1  2 |  53.154      4.108 -1.624 |     -2.828    -53.079   1616.238 5416.662 |
    6 |   -11 -         e+ | 23 |    5    5    8    9 |  1  2 | 1857.446      0.339  1.430 |    261.554   1838.938    641.724    0.001 |
    7 | 9900012 -      nu_Re | 22 |    5    5   10   10 |  1  1 | 1910.399      0.490 -1.710 |   -264.382  -1892.017    974.514 3000.001 |
    8 |   -11 -         e+ |  1 |    6    6   -1   -1 |  1  0 | 1854.491      0.339  1.432 |    257.048   1836.590    640.910    0.001 |
    9 |    22 -      gamma |  1 |    6    6   -1   -1 |  1  0 |   4.185      0.255  0.016 |      4.185      0.066      1.078    0.000 |
   10 | 9900012 -      nu_Re | 52 |    7    7   11   13 |  1  3 | 1908.094      0.491 -1.710 |   -264.060  -1889.734    974.250 3000.001 |
   11 |   -11 -         e+ |  1 |   10   10   -1   -1 |  1  0 | 1101.449      0.318 -2.819 |  -1044.540   -349.465    356.601    0.001 |
   12 |     1 -          d | 23 |   10   10   15   28 |  1 18 | 847.818      0.707 -0.097 |    843.831    -82.123    650.839    0.330 |
   13 |    -4 -       cbar | 23 |   10   10   14   14 |  1  1 | 1459.521     -0.023 -1.614 |    -63.351  -1458.146    -33.190    1.500 |
   14 |    -4 -       cbar | 52 |   13   13   36   34 |  1 11 | 1454.094     -0.023 -1.614 |    -63.116  -1452.724    -33.066    1.500 |
   15 |     1 -          d | 71 |   12   12   45   41 |  1  3 | 286.506      0.705 -0.051 |    286.135    -14.579    219.178    0.330 |
   16 |    21 -          g | 71 |   12   12   45   41 |  1  3 | 140.627      0.701 -0.060 |    140.377     -8.378    106.866   -0.000 |
   17 |    21 -          g | 71 |   12   12   45   41 |  1  3 | 109.256      0.709 -0.054 |    109.099     -5.862     84.167    0.000 |
   18 |    21 -          g | 71 |   12   12   45   41 |  1  3 |  14.478      0.754 -0.103 |     14.401     -1.483     11.985    0.000 |
   19 |    21 -          g | 71 |   12   12   45   41 |  1  3 |   5.845      0.864  0.083 |      5.825      0.483      5.701   -0.000 |
   20 |    21 -          g | 71 |   12   12   45   41 |  1  3 |  10.353      0.748 -0.072 |     10.326     -0.744      8.488    0.000 |
   21 |    -3 -       sbar | 71 |   12   12   45   41 |  1  3 |  26.064      0.740 -0.213 |     25.472     -5.522     21.099    0.500 |
   22 |   111 -        pi0 |  2 |   15   21   46   47 |  7  2 | 113.530      0.706 -0.051 |    113.383     -5.773     87.034    0.135 |
   23 |    21 -          g | 71 |    1    1   26   26 |  1  1 |  18.140      0.391  1.331 |      4.305     17.621      7.275   -0.000 |
   24 |    21 -          g | 71 |    0    0   26   26 |  1  1 |   8.947     -0.169  1.748 |     -1.578      8.806     -1.517    0.563 |
   25 |    21 -          g | 71 |    0    0   26   26 |  1  1 |  10.188     -0.309  1.871 |     -3.008      9.734     -3.194    0.000 |
   26 |  2212 -         p+ |  1 |    0   25   -1   -1 |  5  0 |   0.580     -3.558  1.226 |      0.196      0.546    -10.178    0.938 |
   27 |     3 -          s | 71 |   12   12   42   39 |  1  6 |  49.335      0.708 -0.196 |     48.392     -9.597     37.902    0.500 |
   28 |    21 -          g | 71 |   12   12   42   39 |  1  6 |  81.336      0.700 -0.228 |     79.224    -18.414     61.692    0.000 |
   29 |    21 -          g | 71 |   12   12   42   39 |  1  6 |  99.092      0.700 -0.214 |     96.822    -21.090     75.159   -0.000 |
   30 |    21 -          g | 71 |   12   12   42   39 |  1  6 |  12.247      0.600 -0.282 |     11.763     -3.409      7.797    0.000 |
   31 |    21 -          g | 71 |   12   12   42   39 |  1  6 |   9.743      0.766 -0.176 |      9.592     -1.709      8.219   -0.000 |
   32 |    21 -          g | 71 |   14   14   42   39 |  1  6 |  24.531     -0.069 -1.624 |     -1.299    -24.497     -1.685    0.534 |
   33 |    21 -          g | 71 |   14   14   42   39 |  1  6 |  21.118     -0.047 -1.600 |     -0.615    -21.109     -0.991    0.000 |
   34 |    21 -          g | 71 |   14   14   42   39 |  1  6 | 113.135     -0.032 -1.620 |     -5.512   -113.001     -3.579    0.000 |
   35 |    21 -          g | 71 |   14   14   42   39 |  1  6 | 107.866     -0.021 -1.623 |     -5.656   -107.717     -2.307   -0.000 |
   36 |    -4 -       cbar | 71 |   14   14   42   39 |  1  6 | 1184.115     -0.020 -1.614 |    -50.822  -1183.024    -23.914    1.500 |
   37 |  2212 -         p+ |  1 |   27   36   -1   -1 | 12  0 |   3.362      0.525 -0.298 |      3.214     -0.987      1.847    0.938 |
   38 |   111 -        pi0 |  2 |   27   36   48   49 | 12  2 |  26.856     -0.033 -1.617 |     -1.230    -26.828     -0.878    0.135 |
   39 |  -423 -     D*bar0 |  2 |   27   36   50   51 | 12  2 | 899.804     -0.020 -1.614 |    -39.041   -898.957    -18.235    2.007 |
   40 |  2212 -         p+ |  1 |    1    0   -1   -1 |  2  0 |   0.332      8.674 -0.278 |      0.319     -0.091    969.888    0.938 |
   41 |   111 -        pi0 |  2 |   15   21   52   52 |  7  1 |  19.498      0.696 -0.053 |     19.471     -1.026     14.685    0.135 |
   42 |   310 -       K_S0 |  1 |   27   36   -1   -1 | 12  0 |  13.118      0.736 -0.186 |     12.892     -2.427     10.550    0.498 |
   43 |   310 -       K_S0 |  1 |   27   36   -1   -1 | 12  0 |   3.346      0.608 -0.102 |      3.329     -0.342      2.160    0.498 |
   44 |   310 -       K_S0 |  1 |   27   36   -1   -1 | 12  0 |  24.194     -0.043 -1.561 |      0.239    -24.193     -1.046    0.498 |
   45 |   111 -        pi0 |  2 |   15   21   53   54 |  7  2 | 133.968      0.703 -0.054 |    133.770     -7.286    102.075    0.135 |
   46 |    22 -      gamma |  1 |   22   22   -1   -1 |  1  0 |  32.776      0.706 -0.049 |     32.736     -1.609     25.099    0.000 |
   47 |    22 -      gamma |  1 |   22   22   -1   -1 |  1  0 |  80.754      0.707 -0.052 |     80.647     -4.163     61.935   -0.000 |
   48 |    22 -      gamma |  1 |   38   38   -1   -1 |  1  0 |  16.298     -0.035 -1.613 |     -0.692    -16.283     -0.570   -0.000 |
   49 |    22 -      gamma |  1 |   38   38   -1   -1 |  1  0 |  10.559     -0.029 -1.622 |     -0.538    -10.545     -0.308   -0.000 |
   50 |  -421 -      Dbar0 |  2 |   39   39   57   57 |  1  1 | 850.008     -0.020 -1.614 |    -36.851   -849.209    -17.220    1.865 |
   51 |   111 -        pi0 |  2 |   39   39   55   56 |  1  2 |  49.796     -0.020 -1.615 |     -2.190    -49.748     -1.015    0.135 |
   52 |    22 -      gamma |  1 |   41   41   -1   -1 |  1  0 |  15.866      0.692 -0.054 |     15.843     -0.850     11.886    0.000 |
   53 |    22 -      gamma |  1 |   45   45   -1   -1 |  1  0 |  72.405      0.702 -0.055 |     72.296     -3.971     55.095   -0.000 |
   54 |    22 -      gamma |  1 |   45   45   -1   -1 |  1  0 |  61.563      0.704 -0.054 |     61.474     -3.315     46.981   -0.000 |
   55 |    22 -      gamma |  1 |   51   51   -1   -1 |  1  0 |  34.263     -0.022 -1.615 |     -1.505    -34.230     -0.761   -0.000 |
   56 |    22 -      gamma |  1 |   51   51   -1   -1 |  1  0 |  15.533     -0.016 -1.615 |     -0.685    -15.518     -0.254    0.000 |
   57 |   310 -       K_S0 |  1 |   50   50   -1   -1 |  1  0 | 263.153     -0.018 -1.615 |    -11.622   -262.896     -4.854    0.498 |
Begin processing the 19th record. Run 1, Event 19, LumiSection 1 at 04-Jul-2016 14:32:07.338 CEST

[ParticleListDrawer] analysing particle collection prunedGenParticles
 idx  |    ID -       Name |Stat|  Mo1  Mo2  Da1  Da2 |nMo nDa|    pt       eta     phi   |     px         py         pz        m     |
    0 |  2212 -         p+ |  4 |   -1   -1    2   33 |  0 12 |   0.000  29256.000  0.000 |      0.000      0.000   6500.000    0.938 |
    1 |  2212 -         p+ |  4 |   -1   -1    3   37 |  0 12 |   0.000 -29256.000  0.000 |      0.000      0.000  -6500.000    0.938 |
    2 |    -1 -       dbar | 21 |    0    0    4    4 |  1  1 |   0.000  26214.305  0.000 |      0.000      0.000   3458.305    0.000 |
    3 |     2 -          u | 21 |    1    1    4    4 |  1  1 |   0.000 -25342.584  0.000 |      0.000      0.000  -2586.584    0.000 |
    4 | 9900024 -       W_R+ | 22 |    2    3    5    5 |  2  1 |   0.000  23627.721  0.000 |      0.000      0.000    871.721 5981.705 |
    5 | 9900024 -       W_R+ | 62 |    4    4    6    7 |  1  2 |   3.127      6.324  2.970 |     -3.081      0.534    871.785 5981.705 |
    6 |   -11 -         e+ |  1 |    5    5   -1   -1 |  1  0 | 2037.214      0.587 -2.395 |  -1495.998  -1382.834   1265.574    0.001 |
    7 | 9900012 -      nu_Re | 22 |    5    5    8   10 |  1  3 | 2035.315     -0.192  0.747 |   1492.917   1383.368   -393.790 3000.000 |
    8 |   -11 -         e+ | 23 |    7    7   11   12 |  1  2 | 716.532     -0.105 -2.006 |   -302.286   -649.647    -75.058    0.001 |
    9 |    15 -       tau- | 23 |    7    7   13   13 |  1  1 | 1361.974      0.058  1.085 |    635.387   1204.682     78.925    1.777 |
   10 | 9900016 -    nu_Rtau | 22 |    7    7   14   16 |  1  3 | 1425.240     -0.276  0.620 |   1159.817    828.333   -397.657  500.000 |
   11 |   -11 -         e+ |  1 |    8    8   -1   -1 |  1  0 | 716.498     -0.105 -2.006 |   -302.254   -649.624    -75.055    0.001 |
   12 |    22 -      gamma |  1 |    8    8   -1   -1 |  1  0 |   0.037     -0.079 -2.569 |     -0.031     -0.020     -0.003   -0.000 |
   13 |    15 -       tau- |  2 |    9    9   47   50 |  1  4 | 1361.972      0.058  1.085 |    635.386   1204.679     78.925    1.777 |
   14 |   -15 -       tau+ |  2 |   10   10   51   53 |  1  3 |  72.376      0.574  1.441 |      9.381     71.766     43.891    1.777 |
   15 |     1 -          d | 23 |   10   10   18   23 |  1 15 | 671.714     -0.166  0.407 |    616.717    266.196   -111.889    0.330 |
   16 |    -2 -       ubar | 23 |   10   10   17   17 |  1  1 | 724.790     -0.440  0.743 |    533.719    490.372   -329.659    0.330 |
   17 |    -2 -       ubar | 52 |   16   16   27   25 |  1  3 | 691.735     -0.440  0.743 |    509.378    468.008   -314.625    0.330 |
   18 |     1 -          d | 71 |   15   15   38   31 |  1  8 | 508.826     -0.180  0.396 |    469.425    196.324    -91.997    0.330 |
   19 |    21 -          g | 71 |   15   15   38   31 |  1  8 |  88.965     -0.172  0.398 |     82.019     34.461    -15.337    0.204 |
   20 |    21 -          g | 71 |   15   15   38   31 |  1  8 |  34.378     -0.194  0.426 |     31.305     14.206     -6.714   -0.000 |
   21 |    21 -          g | 71 |   15   15   38   31 |  1  8 |  11.787     -0.209  0.388 |     10.911      4.460     -2.476   -0.000 |
   22 |    21 -          g | 71 |   15   15   38   31 |  1  8 |  20.223     -0.166  0.737 |     14.970     13.597     -3.383    0.000 |
   23 |    21 -          g | 71 |   15   15   38   31 |  1  8 |  22.339     -0.187  0.687 |     17.276     14.162     -4.213   -0.000 |
   24 |    21 -          g | 71 |   15   15   38   31 |  1  8 |   7.533     -0.179  0.822 |      5.129      5.517     -1.352    0.000 |
